room_count,bathroom_count,size,price,Property_type,Type,City,Region
2.0,1.0,120.0,230000.0,0,1,0,107
2.0,1.0,160.0,800.0,4,0,0,137
3.0,1.0,120.0,200000.0,6,1,0,187
2.0,1.0,110.0,1100.0,0,0,0,70
3.0,1.0,120.0,180000.0,6,1,0,187
3.0,1.0,85.0,330.0,0,0,0,187
1.0,1.0,200.0,1400.0,4,0,0,137
2.0,1.0,100.0,90000.0,0,1,0,19
3.0,1.0,76.0,120000.0,0,1,0,5
3.0,1.0,160.0,310000.0,0,1,0,70
4.0,1.0,130.0,95000.0,0,1,0,19
3.0,1.0,120.0,45000.0,6,1,0,7
1.0,1.0,66.0,650.0,0,0,0,107
1.0,1.0,36.0,400.0,0,0,0,6
3.0,1.0,120.0,270000.0,6,1,0,161
1.0,1.0,70.0,830.0,0,0,0,107
2.0,1.0,72.0,160000.0,0,1,0,37
1.0,1.0,90.0,90.0,0,0,0,7
1.0,1.0,90.0,90.0,3,0,0,7
1.0,1.0,90.0,90.0,3,0,0,7
1.0,1.0,90.0,90.0,3,0,0,7
3.0,1.0,120.0,470000.0,6,1,0,6
3.0,1.0,120.0,190000.0,6,1,0,107
3.0,1.0,110.0,220000.0,0,1,0,19
3.0,1.0,120.0,470000.0,6,1,0,6
2.0,1.0,80.0,580.0,0,0,0,5
3.0,1.0,130.0,1400.0,0,0,0,107
3.0,1.0,120.0,420000.0,6,1,0,187
2.0,1.0,100.0,230.0,0,0,0,19
3.0,1.0,120.0,105000.0,6,1,0,187
1.0,1.0,60.0,650.0,0,0,0,107
3.0,1.0,170.0,350000.0,0,1,0,70
3.0,1.0,120.0,350000.0,6,1,0,224
2.0,1.0,100.0,800.0,0,0,0,137
2.0,1.0,70.0,80.0,3,0,0,70
3.0,1.0,120.0,90000.0,6,1,0,187
3.0,1.0,100.0,700.0,0,0,0,19
3.0,1.0,120.0,220000.0,6,1,0,187
3.0,1.0,120.0,150000.0,6,1,0,224
3.0,1.0,120.0,625000.0,6,1,0,187
3.0,1.0,120.0,250000.0,6,1,0,187
1.0,1.0,90.0,90.0,0,0,0,7
1.0,1.0,70.0,1350.0,0,0,0,137
